AAPL,GOOGL,NDX
107.5563,793.1,4785.276
107.545,792.886,4784.992
107.605,793.29,4786.397
107.61,793.3,4786.819
107.587,793.2,4786.636
107.6,793.23,4786.774
107.63,793.15,4787.187
107.675,793.47,4787.972
107.67,793.8,4788.901
107.6554,793.729,4788.561
107.71,794,4789.316
107.7,794.11,4789.662
107.68,793.9425,4789.178
107.74,793.714,4789.438
107.71,793.94,4788.826
107.64,793.78,4787.924
107.58,793.326,4786.839
107.5405,793.063,4786.168
107.57,793.02,4786.122
107.53,792.09,4781.533
107.44,791.54,4779.715
107.43,791.51,4778.819
107.37,791.23,4777.152
107.3801,791.25,4777.747
107.4301,791.82,4778.38
107.4001,791.65,4778.303
107.42,791.574,4778.653
107.38,791.526,4778.172
107.39,791.83,4779.035
107.361,792.01,4779.014
107.32,792.1335,4777.264
107.36,792.102,4777.662
107.38,791.94,4777.057
107.389,791.93,4778.088
107.3835,791.97,4778.557
107.36,791.97,4778.338
107.41,792.025,4778.335
107.435,791.917,4779.558
107.44,791.772,4779.712
107.47,791.52,4779.502
107.4743,791.403,4779.034
107.48,791.453,4778.864
107.5225,791.278,4779.577
107.49,791.34,4779.937
107.46,791.42,4779.7
107.44,791.67,4779.446
107.43,791.5198,4778.942
107.4,791.4,4777.36
107.38,791.36,4775.599
107.34,790.79,4773.07
107.39,791.68,4773.852
107.4,792,4775.338
107.44,792.03,4775.437
107.43,792.09,4775.804
107.455,792.58,4777.251
107.46,792.78,4777.71
107.42,792.44,4776.298
107.52,792.67,4778.101
107.51,792.5401,4777.63
107.49,792.88,4776.704
107.44,792.5488,4776.703
107.4201,792.44,4776.31
107.37,792.25,4774.083
107.46,791.96,4774.454
107.44,791.78,4774.547
107.49,792.09,4775.388
107.48,791.853,4775.202
107.465,791.93,4774.703
107.525,791.976,4776.493
107.55,791.74,4776.028
107.59,791.669,4776.81
107.65,792.1,4778.108
107.6,792,4778.41
107.64,791.925,4777.687
107.6339,792,4777.211
107.6401,792.2019,4777.704
107.6036,791.85,4776.93
107.66,791.67,4777.41
107.59,791.67,4777.171
107.59,791.29,4776.756
107.655,791.48,4776.669
107.72,791.84,4778.378
107.74,792.1,4778.981
107.78,792.36,4779.606
107.71,792.11,4778.824
107.7341,792.02,4779.492
107.71,792.02,4778.208
107.73,791.618,4777.468
107.71,791.35,4775.481
107.76,791.99,4776.96
107.79,791.61,4776.976
107.71,791.28,4775.699
107.75,791.2077,4776.115
107.701,790.885,4775.387
107.7076,790.83,4774.904
107.71,790.49,4773.919
107.66,790.63,4773.298
107.6101,790.26,4770.931
107.615,790.2,4770.626
107.6236,790.82,4771.15
107.66,790.705,4771.533
107.61,790.59,4770.757
107.57,790.5,4769.292
107.58,790.4675,4769.475
107.6,790.3561,4769.496
107.58,790.02,4768.341
107.59,789.78,4768.277
107.655,790.68,4770.608
107.73,790.78,4772.741
107.78,790.58,4772.765
107.765,790.67,4773.445
107.825,790.85,4774.79
107.85,790.93,4774.318
107.8548,791.05,4774.009
107.84,791.44,4775.032
107.85,791.28,4774.919
107.7648,791.21,4774.772
107.74,790.97,4773.54
107.75,790.78,4773.948
107.74,790.71,4772.824
107.75,790.95,4773.631
107.72,791.05,4774.144
107.69,791.39,4774.123
107.705,791.26,4774.142
107.75,791.26,4775.125
107.79,791.5075,4776.47
107.78,791.97,4777.571
107.75,791.77,4777.716
107.7537,791.62,4777.925
107.7,791.4,4777.219
107.68,791.325,4776.093
107.66,791.225,4775.341
107.7099,791.47,4776.855
107.7158,791.97,4778.835
107.7,791.97,4777.975
107.7,791.67,4777.848
107.7236,792.01,4778.582
107.66,791.9,4777.436
107.705,791.92,4777.621
107.69,791.9,4778.015
107.675,791.766,4777.643
107.6971,791.71,4777.346
107.69,791.645,4776.112
107.67,791.39,4775.755
107.642,791.31,4774.627
107.66,791.25,4775.011
107.69,791.34,4775.6
107.705,791.59,4776.643
107.695,791.67,4776.084
107.68,791.71,4776.012
107.64,791.47,4775.54
107.61,791.37,4774.759
107.59,791.04,4773.892
107.6052,791.09,4774.175
107.625,790.99,4774.76
107.65,791.15,4775.34
107.59,790.91,4774.35
107.53,790.63,4771.417
107.567,790.87,4772.276
107.57,791.05,4773.904
107.57,791.3,4776.235
107.34,793.95,4786.075
107.52,795.5,4788.209
107.55,796.215,4789.233
107.5272,796.025,4788.532
107.49,795.8,4787.824
107.68,795.95,4792.375
107.81,796.03,4793.876
107.837,796.66,4799.28
107.82,796.14,4797.842
107.7309,795.89,4796.276
107.76,796.16,4795.651
107.73,796.34,4794.409
107.74,796.43,4794.349
107.75,795.44,4794.011
107.7,795.61,4793.497
107.71,795.12,4794.688
107.7,794.99,4794.704
107.68,795.6,4794.8
107.61,795.49,4794.488
107.49,795.21,4793.95
107.54,795.201,4793.617
107.525,795.55,4793.035
107.4607,795.31,4791.193
107.45,795.3,4791.82
107.46,796.06,4792.964
107.41,795.77,4792.611
107.4,795.34,4792.299
107.31,794.82,4790.148
107.28,794.69,4787.828
107.215,794.825,4785.849
107.141,792.88,4779.463
107.0874,792.75,4777.203
107.165,794,4785.241
107.3716,796.18,4792.917
107.4,796.76,4798.114
107.48,797.005,4796.744
107.42,796.09,4793.064
107.4,796.02,4791.743
107.36,795.99,4792.93
107.38,796.0818,4794.011
107.2859,796.02,4792.35
107.37,795.9,4793.644
107.2901,795.845,4793.176
107.205,796.5,4794.1
107.2565,796.65,4798.454
107.405,797.51,4806.194
107.57,798.1,4810.991
107.64,798.91,4813.78
107.58,798.18,4811.663
107.6,797.84,4810.499
107.69,798.17,4811.182
107.72,798.6,4811.743
107.7,798.95,4812.61
107.73,798.43,4811.329
107.76,798.24,4812.521
107.8,798.025,4813.145
107.86,797.91,4813.493
107.88,797.81,4813.525
107.81,797.64,4811.844
107.8566,797.52,4813.431
107.85,797.2775,4813.602
107.8,797.19,4812.117
107.76,797.2754,4811.51
107.77,797.34,4811.32
107.74,797.105,4808.775
107.76,796.83,4808.434
107.7865,797.07,4809.112
107.78,797.73,4809.801
107.7961,797.29,4810.795
107.775,797.24,4810.178
107.71,797.19,4807.282
107.7079,797.139,4806.717
107.74,796.87,4806.394
107.7699,796.63,4806.018
107.78,796.51,4806.283
107.7658,796.625,4806.434
107.77,796.74,4806.492
107.785,797.23,4807.5
107.7831,796.9,4806.695
107.72,796.8,4805.947
107.73,796.48,4804.571
107.7,796.34,4803.582
107.682,796.595,4803.747
107.63,797.205,4804.836
107.5933,796.92,4805.288
107.61,797.82,4807.062
107.605,797.622,4807.77
107.5834,797.5,4807.778
107.58,797.35,4806.37
107.5699,797.2,4806.326
107.53,797.46,4805.592
107.54,797.65,4805.395
107.48,797.5,4804.293
107.3552,796.95,4802.139
107.39,796.671,4800.893
107.45,796.81,4802.388
107.46,796.37,4802.603
107.53,796.91,4804.182
107.54,796.98,4804.503
107.52,796.99,4803.566
107.5,796.98,4803.062
107.53,797,4802.635
107.58,797.44,4804.106
107.57,797.49,4804.285
107.5859,797.77,4805.13
107.61,797.805,4806.898
107.6207,797.91,4807.088
107.62,797.77,4806.967
107.63,797.71,4806.883
107.57,797.94,4806.741
107.585,798.13,4807.468
107.55,798.025,4807.329
107.58,798.1,4808.153
107.62,798.46,4808.645
107.66,798.39,4809.484
107.62,798.465,4810.295
107.63,798.265,4809.803
107.62,798.43,4809.698
107.63,798.5,4809.766
107.63,798.52,4810.142
107.605,798.33,4809.524
107.5946,798.32,4809.984
107.6135,798.49,4809.96
107.625,798.38,4810.706
107.59,797.99,4809.153
107.565,797.79,4808.103
107.5637,798.01,4808.428
107.49,797.26,4804.476
107.5446,797.23,4804.164
107.5,796.83,4803.037
107.41,796.34,4798.348
107.3,795.42,4793.817
107.355,796.04,4795.891
107.27,796.335,4795.312
107.35,796.63,4797.857
107.3499,796.23,4796.956
107.31,796.29,4796.569
107.3,796.15,4796.442
107.28,795.92,4795.162
107.32,795.91,4796.127
107.205,794.74,4790.806
107.06,794.25,4786.413
107,793.74,4780.62
107.0187,794.3,4783.892
107.0684,794.99,4785.925
107.08,794.41,4784.143
107.09,794.1,4784.243
107.0935,794.905,4783.99
107.0528,794.19,4782.948
107.01,794.555,4783.048
106.96,793.27,4777.081
106.97,793.23,4776.359
106.951,793.4175,4776.495
106.905,792.955,4774.984
106.94,793.6,4776.468
106.92,793.335,4776.346
106.81,791.95,4770.147
106.7,791.72,4767.087
106.555,791.5,4762.543
106.57,791.455,4765.353
106.54,791.7,4764.332
106.345,790.99,4758.923
106.38,791.59,4760.125
106.49,791.77,4764.024
106.62,791.8,4765.198
106.62,791.62,4764.272
106.66,791.61,4764.389
106.74,791.64,4764.716
106.7301,791.5,4764.626
106.77,792.19,4767.671
106.87,792.16,4768.6
106.86,792.62,4769.421
106.885,792.57,4771.174
106.84,792.04,4768.376
106.85,791.88,4768.581
106.78,791.72,4766.555
106.77,791.76,4766.362
106.814,791.4475,4767.513
106.78,791.4505,4767.419
106.72,791.38,4767.435
106.67,791.3365,4765.85
106.62,790.65,4764.127
106.6132,790.7,4763.096
106.66,790.95,4764.905
106.83,791.64,4768.937
106.86,791.671,4769.802
106.76,791.57,4767.657
106.9,791.63,4771.182
106.89,791.71,4771.294
106.845,792.195,4771.479
106.85,792.4837,4771.624
106.955,792.49,4774.3
106.95,792.56,4773.983
106.94,792.22,4773.993
106.94,792.535,4773.656
106.965,792.77,4774.064
106.995,792.91,4774.153
107.04,792.61,4774.297
107.065,792.8,4774.71
106.96,792.54,4774.083
106.9017,792.53,4771.347
106.969,792.49,4771.595
106.96,793.07,4772.574
106.97,792.22,4771.447
106.98,792.48,4772.401
106.94,792.45,4772.825
106.9201,792.58,4772.638
106.94,792.4,4773.017
106.9765,792.54,4774.346
106.97,792.33,4774.529
106.9501,792.5851,4775.087
107.0365,792.82,4777.13
107.1064,792.7535,4778.696
107.06,792.9,4776.142
107.06,792.58,4776.146
107.051,792.58,4776.088
106.96,792.55,4773.81
107,792.12,4773.323
107.02,792.41,4775.02
107.0163,792.89,4774.775
107.0037,793.06,4776.336
107.01,793.1186,4776.212
106.98,792.74,4775.906
106.95,793,4775.389
106.91,792.53,4773.874
106.924,792.36,4773.894
106.85,792.18,4772.645
106.76,791.471,4770.407
106.8236,791.72,4770.747
106.81,791.93,4770.32
106.81,791.56,4769.652
106.85,791.61,4769.955
106.858,791.58,4768.993
106.88,791.46,4769.588
106.88,791.46,4770.107
106.932,791.65,4772.52
106.907,791.9,4772.232
106.9,791.855,4772.387
106.8835,791.9125,4772.149
106.895,791.97,4772.395
106.9,791.83,4772.848
106.92,791.835,4773.66
106.9335,791.82,4774.091
106.86,791.6638,4771.918
106.8307,791.39,4771.706
106.84,791.0058,4770.044
106.795,791.0879,4769.483
106.785,791.17,4769.617
106.81,791.28,4770.196
106.81,791.2,4769.996
106.84,791.3,4770.775
106.85,791.6118,4771.535
106.85,791.716,4771.419
106.8,791.63,4771.002
106.79,791.6,4770.726
106.78,791.14,4769.866
106.786,791,4770.217
106.75,790.68,4769.075
106.75,790.705,4768.867
106.7,790.7616,4768.194
106.79,790.86,4769.026
106.73,791.15,4767.744
106.74,791.26,4767.62
106.77,791.15,4767.763
106.78,791.022,4767.867
106.71,790.3975,4765.357
106.7143,790.1293,4765.243
106.6915,790.16,4764.067
106.7,790.28,4763.964
106.74,790.83,4765.901
106.77,790.565,4765.693
106.72,790.65,4765.888
106.72,790.6,4765.615
106.7325,790.2985,4766.169
106.76,790.53,4766.436
106.7,789.99,4764.67
106.79,790.385,4767.956
106.77,790.661,4768.527
106.7659,790.7805,4768.839
106.8046,790.9,4770.272
106.8346,791.02,4771.106
106.81,790.99,4770.658
106.83,791.25,4770.344
106.8,790.65,4767.721
106.79,790.41,4767.207
106.68,789.84,4762.264
106.5903,789.906,4760.478
106.65,790.34,4762.083
106.68,790.323,4761.938
106.66,790.1559,4762.061
106.68,790.01,4762.471
106.62,789.93,4760.051
106.64,790.215,4760.975
106.58,790.36,4760.844
106.59,789.98,4761.092
106.61,789.88,4761.594
106.59,790,4759.817
106.64,790.47,4762.366
106.62,790.275,4761.597
106.62,790.04,4760.897
106.61,789.59,4760.193
106.58,789.4069,4758.814
106.64,789.88,4760.384
106.6348,790.23,4761.837
106.68,790.645,4762.726
106.65,790.68,4761.3
106.69,790.345,4762.012
106.7,790.65,4763.317
106.71,791.32,4765.565
106.69,790.81,4765.474
106.696,791.07,4764.5
106.71,791.05,4765.058
106.74,791.59,4766.261
106.79,791.22,4767.077
106.7,790.87,4765.731
106.65,790.67,4763.284
106.63,790.27,4763.232
106.61,790.46,4763.088
106.61,790.35,4763.596
106.6459,790.58,4763.722
106.6,790.23,4762.862
106.6,790.285,4762.997
106.59,790.34,4762.792
106.65,790.45,4764.477
106.66,790.45,4764.94
106.69,791,4766.935
106.66,791.04,4767.266
106.67,791.16,4766.954
106.63,791.05,4766.369
106.69,790.8025,4767.496
106.7199,791.42,4769.186
106.73,791.42,4769.48
106.69,791.055,4767.527
106.664,790.8,4766.879
106.63,790.5318,4766.092
106.67,791.68,4767.534
106.7,791.15,4768.599
106.69,791.03,4768.547
106.665,791.05,4767.202
106.76,791.31,4769.789
106.79,791.61,4770.701
106.7,791.75,4768.711
106.72,791.835,4769.012
106.77,791.92,4770.808
106.75,791.98,4771.835
106.7859,792.4475,4773.663
106.78,792.16,4773.342
106.79,792.51,4773.798
106.7801,792.365,4773.847
106.77,792.71,4773.131
106.7311,792.28,4771.665
106.753,792.4061,4772.234
106.7846,792.425,4773.371
106.81,792.3001,4773.467
106.79,792.35,4774.406
106.8441,792.5,4775.9
106.8737,792.744,4776.681
106.89,793.08,4778.27
106.905,793.13,4780.66
106.92,793.15,4779.972
106.95,793.6656,4782.63
107.02,793.88,4784.564
107.05,794.52,4787.934
107.0201,794.06,4786.3
107.01,794.03,4786.097
107.06,794.28,4786.348
107.0235,794.03,4784.231
106.99,793.92,4783.103
106.96,793.9,4782.611
107.02,794.07,4784.886
107.0499,793.86,4786.449
107.0702,793.84,4787.483
107.09,793.87,4787.38
107.06,793.66,4785.699
107,793.43,4784.133
106.98,793.575,4783.897
106.96,793.47,4783.236
107.03,793.52,4785.436
107.015,793.76,4787.018
106.96,793.49,4785.348
107.025,793.76,4787.104
106.955,793.22,4784.847
106.985,793.48,4785.584
106.985,793.31,4785.949
106.91,792.73,4781.488
106.965,793.39,4784.122
106.98,793.15,4783.855
106.97,793.08,4784.032
107.01,793.03,4785.309
106.94,793.22,4784.427
106.82,793.32,4790.721
106.92,792.07,4790.464
106.6854,790.5,4787.518
106.41,790.9,4785.371
106.4653,791.06,4785.886
106.55,792.03,4788.532
106.6601,791.24,4790.271
106.52,791.73,4791.436
106.51,791.87,4794.107
106.44,792.29,4792.934
106.6,792.48,4793.61
106.63,793.58,4794.16
106.571,793.4,4795.004
106.6,793.5,4797.091
106.51,793.5737,4795.98
106.61,794,4795.744
106.64,794.23,4795.388
106.73,794.95,4796.51
106.74,794.9801,4795.684
106.71,794.51,4793.717
106.69,794.01,4793.692
106.86,795.01,4795.053
106.77,794.785,4793.088
106.88,794.49,4793.734
106.98,794.77,4794.173
106.87,795.03,4795.846
106.862,794.7075,4795.262
106.81,793.85,4792.153
106.7654,793.68,4791.672
106.81,793.55,4793.26
106.83,793.59,4793.823
106.8392,793.795,4793.358
106.845,793.95,4793.446
106.815,794.155,4791.929
106.93,794.92,4794.332
106.92,794.91,4794.879
106.9,795.57,4795.473
106.8654,795.57,4795.668
106.81,795.75,4793.73
106.8365,795.22,4793.367
106.8935,795.33,4793.593
106.92,795.03,4793.228
106.96,795.62,4794.492
106.91,795.885,4793.664
106.88,795.73,4791.858
106.85,795.84,4792.544
106.78,795.765,4792.339
106.77,795.34,4791.119
106.79,795.425,4791.676
106.8,795.56,4792.112
106.815,795.545,4792.107
106.7807,795.41,4791.325
106.78,795.405,4790.071
106.8,795.19,4790.765
106.825,795.3236,4790.566
106.8442,795.63,4792.841
106.8701,795.905,4793.169
106.82,795.51,4792.26
106.825,795.69,4792.001
106.81,795.69,4791.205
106.8248,796,4793.164
106.84,795.97,4791.761
106.78,796,4789.718
106.79,795.79,4790.696
106.76,795.43,4790.194
106.76,795.46,4789.728
106.75,795.0955,4788.527
106.73,795.32,4787.642
106.7291,795,4786.931
106.73,795.2268,4787.667
106.736,795.36,4789.653
106.78,795.745,4790.128
106.7584,795.648,4789.657
106.73,795.195,4789.43
106.75,795.24,4789.843
106.76,795.295,4790.852
106.73,795.81,4791.717
106.73,795.815,4791.347
106.68,795.6601,4791.299
106.6641,795.48,4791.679
106.69,796.14,4792.37
106.69,795.76,4793.38
106.695,795.4537,4792.063
106.7039,795.68,4792.42
106.71,795.17,4790.664
106.639,795.26,4790.419
106.61,795.45,4791.048
106.6331,795.0901,4791.233
106.63,795.116,4790.507
106.59,795.1651,4789.57
106.575,795.68,4790.072
106.58,795.765,4790.154
106.52,795.3101,4790.017
106.5182,795.92,4790.44
106.51,795.86,4790.5
106.58,796.06,4791.244
106.55,796.01,4790.355
106.62,796.22,4790.963
106.61,795.68,4790.808
106.65,795.99,4790.661
106.649,795.95,4790.937
106.62,795.94,4791.335
106.61,795.85,4791.251
106.6,796.11,4791.543
106.59,796.03,4791.127
106.64,796,4791.863
106.6148,796.2,4791.898
106.615,795.89,4791.418
106.6145,795.92,4790.835
106.55,796.115,4788.487
106.59,796.02,4789.457
106.615,796.4,4789.236
106.6148,796.36,4790.01
106.6048,796.15,4789.77
106.605,796.16,4789.362
106.6,796.2,4789.841
106.605,796.09,4789.597
106.6012,796.42,4789.828
106.649,796.11,4790.759
106.67,796.59,4791.76
106.59,796.61,4791.824
106.58,796.1,4790.09
106.57,796.1,4790.42
106.55,796.1,4789.958
106.57,796.35,4790.558
106.59,796.365,4791.239
106.61,796.38,4792.158
106.58,796.6,4791.379
106.6,796.55,4791.988
106.611,796.665,4792.254
106.62,796.78,4793.37
106.6699,796.81,4793.949
106.7,797,4796.004
106.68,796.71,4795.943
106.67,796.51,4795.654
106.72,796.7,4796.55
106.73,797.49,4797.927
106.69,797.525,4797.92
106.6799,797.47,4798.232
106.73,797.59,4799.522
106.715,797.88,4800.354
106.79,798.19,4801.281
106.74,798.1,4800.145
106.7645,798.23,4800.543
106.75,798.05,4799.824
106.7925,797.88,4799.669
106.81,797.81,4800.057
106.755,797.94,4799.301
106.75,797.785,4798.927
106.77,797.63,4799.407
106.76,797.59,4798.776
106.8111,797.5333,4799.262
106.8,797.35875,4799.547
106.79,797.1842,4798.613
106.8,797.42,4798.342
106.77,797.55,4798.464
106.79,797.775,4798.75
106.79,797.76,4798.515
106.825,797.66,4798.659
106.8689,797.79,4799.524
106.8699,798,4799.884
106.99,797.8883,4800.792
107,797.93,4800.944
107.05,798.01,4801.104
107.115,798.04,4801.029
107.17,798.25,4801.229
107.215,798.16,4801.391
107.1701,798.5,4801.987
107.16,798.5,4800.886
107.11,798.37,4800.877
107.09,798.3,4800.959
107.0399,798.42,4800.435
107.05,798.443333333333,4799.718
106.98,798.466666666667,4798.817
107.0241,798.49,4799.464
107,798.24,4799.256
107.005,798.37,4799.014
106.9963,798.15,4799.013
106.9986,798.04,4798.591
107,798.3012,4798.596
106.9645,798.34,4797.96
106.9743,798.16,4798.625
107,798.5,4798.766
106.97,798.24,4798.109
106.9785,798.3052,4798.259
107.02,798.1,4798.764
106.99,798,4798.701
107.02,798.28,4798.735
107.035,798.0011,4798.939
106.98,798.11,4798.545
107.025,798.03375,4799.035
107.0319,797.9575,4799.264
107.06,797.87375,4799.255
107.0545,797.79,4798.753
107.07,797.87,4798.836
107.12,797.95,4800.339
107.14,798.1,4801.381
107.17,797.92,4801.577
107.22,798.05,4801.779
107.27,798.31,4802.428
107.2835,798.1636,4802.658
107.3038,797.98,4802.314
107.32,797.955,4802.635
107.32,798.13,4802.46
107.34,798.04,4802.363
107.38,798.13,4802.81
107.3825,798.015,4803.158
107.36,798.06,4802.48
107.33,798.06,4802.821
107.39,798.27,4803.382
107.38,798.23,4803.57
107.39,798.09,4804.058
107.42,797.98,4804.343
107.38,798.02,4803.66
107.34,797.98,4803.393
107.27,797.55,4802.044
107.275,797.27,4801.425
107.26,797.36,4802.111
107.27,797.34,4802.036
107.27,797.32,4801.705
107.3199,797.52,4802.187
107.35,797.6099,4802.383
107.38,797.45,4802.123
107.355,797.36,4802.072
107.34,797.18,4801.894
107.34,797.18,4801.565
107.33,797.1825,4801.55
107.351,797.185,4801.217
107.35,797.185,4801.257
107.39,797.04,4801.359
107.38,797.18,4801.66
107.33,797.21,4801.427
107.3534,797.23,4801.416
107.355,797.236666666667,4801.611
107.357,797.243333333333,4801.681
107.17,797.25,4800.202
107.12,797.21,4800.54
107.2,797.17,4800.719
107.17,797.19,4800.369
107.2,797.4,4800.936
107.17,797.325,4801.674
107.16,797.465,4801.956
107.1401,797.5,4801.421
107.14,797.457,4801.188
107.11,797.414,4800.704
107.115,797.845,4801.058
107.11,797.88,4801.22
107.1577,797.79,4801.933
107.19,797.7,4801.901
107.23,797.97,4802.183
107.29,797.7,4802.851
107.2901,797.8,4802.983
107.24,797.51,4802.043
107.23,797.505,4801.92
107.23,797.44,4802.281
107.21,797.63,4802.495
107.19,797.76,4802.493
107.15,797.7292,4802.089
107.1701,797.62,4802.182
107.2199,797.83,4802.495
107.22,797.73,4802.403
107.23,797.77,4802.817
107.2,797.67,4802.855
107.19,797.8543,4802.359
107.17,797.61,4801.436
107.175,797.5575,4801.044
107.16,797.53,4800.94
107.12,797.715,4800.668
107.162,797.9,4801.664
107.17,797.88,4801.872
107.1771,797.9,4802.16
107.1644,797.92,4802.269
107.1665,798.12,4802.292
107.19,798.3795,4802.713
107.17,798.24,4802.918
107.1721,798.01,4802.388
107.18,798.01,4802.279
107.1801,797.9,4802.471
107.18,797.85,4802.282
107.185,797.675,4802.189
107.18,797.5,4802.135
107.17,797.5,4802.137
107.1725,797.6,4802.323
107.17,797.7,4802.246
107.19,797.71,4802.456
107.1544,797.4,4801.486
107.14,797.36,4801.086
107.14,797.32,4799.962
107.1697,797.2182,4800.458
107.181,797.23,4800.758
107.19,797.36,4801.046
107.18,797.45,4801.164
107.1501,797.5588,4800.955
107.1099,797.4,4800.526
107.07,797.23,4800.319
107.06,797.1,4799.088
107.0308,796.85,4798.109
107.0401,797.0414,4797.953
107.03,796.575,4797.539
107.02,796.49,4797.439
106.96,796.5,4797.193
106.94,796.75,4797.239
106.98,796.73,4797.147
106.98,796.74,4797.056
107.008,797.06,4797.825
107.005,796.99,4798.282
107.01,796.92,4798.672
107,796.97,4797.975
106.96,797.31,4797.992
106.95,797.5,4797.797
106.9299,797.1,4795.938
106.94,796.8345,4796.189
106.95,797.14,4796.604
106.94,797.16,4796.658
106.9235,797,4796.392
106.91,796.84,4795.886
106.88,796.705,4795.831
106.85,796.99,4795.944
106.78,796.91,4795.662
106.749,797.2,4795.703
106.83,797.32,4797.013
106.84,797.52,4797.148
106.8312,797.39,4797.182
106.8555,797.84,4797.4
106.83,797.79,4797.402
106.8245,797.45,4797.019
106.854,797.66,4797.983
106.835,797.65025,4797.899
106.85,797.6405,4797.75
106.87,797.7136,4797.816
106.82,797.11,4797.33
106.805,797.04,4796.839
106.7936,796.99,4795.863
106.7963,797.15,4796.48
106.815,797.06,4796.503
106.85,797.03,4796.85
106.85,797.059,4797.219
106.8148,796.98,4796.746
106.81,796.5001,4796.424
106.7964,796.6,4796.742
106.79,796.745,4796.873
106.8,796.89,4797.452
106.845,797.156,4798.317
106.82,796.838,4798.125
106.8062,796.52,4797.502
106.81,796.5175,4797.727
106.8056,796.515,4797.345
106.859,796.61,4797.65
106.8401,796.705,4797.546
106.84,796.78,4797.586
106.8636,796.74,4798.702
106.85,796.95,4798.644
106.8758,797.15,4798.937
106.81,796.57,4796.09
106.76,796.37,4794.666
106.72,796.34,4793.492
106.79,796.93,4794.288
106.809,796.764,4794.966
106.81,796.687,4795.298
106.77,796.61,4794.665
106.79,796.74,4793.912
106.7736,796.25,4793.421
106.79,796.42,4793.985
106.8,796.22,4793.456
106.77,796.39,4792.837
106.82,796.35,4793.459
106.87,796.24,4794.146
106.86,796.285,4794.24
106.87,796.1785,4794.271
106.86,796.175,4794.653
106.8309,796.13,4794.086
106.846,796.26,4794.031
106.8301,796.13,4793.099
106.81,796.175,4793.051
106.77,796.216,4791.245
106.81,796.16,4792.128
106.83,796.3,4792.383
106.81,796.31,4792.254
106.82,796.76,4793.065
106.82,796.13,4792.619
106.81,796.465,4792.935
106.8101,796.635,4792.693
106.825,796.57,4792.886
106.85,796.48,4793.096
106.85,796.36,4792.917
106.8,795.97,4791.178
106.785,795.86,4790.657
106.86,795.9,4792
106.82,795.8975,4792.291
106.82,795.82,4791.035
106.1,795.425,4788.962
106.24,796,4789.513
106.27,797.45,4790.399
106.25,797.73,4794.052
106.385,797.59,4795.631
106.35,797.02,4797.014
106.4,797.07,4796.671
106.44,796.39,4795.515
106.29,796.03,4791.529
106.251,796.25,4792.464
106.24,795.31,4791.646
106.1,794.72,4788.316
106.0586,795.24,4788.906
106.01,795.02,4788.665
106.16,796.71,4791.003
106.34,796.95,4792.44
106.28,796.9,4791.392
106.18,796.38,4791.038
106.225,796.105,4792.213
106.22,796.29,4793.21
106.0307,795.39,4790.943
105.97,795.31,4788.775
106.01,795.6333,4791.329
106.0801,795.5139,4792.04
106.14,796.22,4793.335
106.2402,796.71,4793.41
106.2,796.66,4792.318
106.24,796.16,4792.974
106.22,796.39,4793.415
106.1908,795.41,4793.235
106.2,795.38,4792.356
106.12,795.27,4792.137
106.14,795,4792.57
106.24,795,4795.868
106.2019,794.91,4794.031
106.19,794.77,4795.162
106.21,794.62,4795.114
106.085,793.52,4790.487
106.07,792.1,4785.401
106.1,793.05,4786.957
106.1,792.5,4784.7
106.0389,792.65,4784.88
106.0401,792.8,4783.348
106.0201,792.62,4781.894
105.926,792.22,4780.177
106.05,792.61,4781.565
106.09,792.33,4782.258
106.1047,792.47,4782.891
105.98,791.6499,4777.736
105.93,791.7,4776.179
106.02,791.5916,4777.295
106.0201,791.5,4777.34
106.011,791.7443,4778.232
106.0537,791.64,4778.466
106.0392,791.4,4777.795
106.0159,791.38,4777.884
105.98,791.5288,4777.62
105.985,791.9,4778.605
105.965,791.93,4779.526
105.948,792.97,4780.534
105.93,792.44,4779.468
105.89,792.34,4778.142
105.85,792.3,4774.669
105.8,790.98,4770.685
105.77,790.48,4767.073
105.9344,791.62,4773.209
105.885,791.4283,4772.405
105.86,791.46,4772.694
105.82,791.38,4770.98
105.8838,791.2088,4771.283
105.9599,791.07,4772.858
105.93,791.6396,4773.253
105.98,791.8041,4774.036
105.955,791.675,4773.315
105.97,791.685,4774.857
105.93,791.43,4773.303
105.92,791.45,4772.748
105.8738,791.78,4773.672
105.9,791.6,4775.159
105.93,791.934,4774.854
105.94,791.59,4774.762
105.89,791.5,4773.356
105.87,791.43,4772.471
105.895,791.1,4771.355
105.9001,791.115,4771.965
105.88,790.81,4771.538
105.95,791,4772.619
105.99,790.8712,4772.599
106.0497,791.1845,4773.938
105.972,790.91,4772.947
106.02,790.985,4772.573
106.11,791.135,4774.512
106.1202,790.91,4774.982
106.15,791.16,4776.524
106.22,791.2,4777.882
106.17,791.37,4778.029
106.13,791.17,4777.207
106.11,791.21,4776.76
106.11,791.12,4776.146
106.05,791.1,4773.952
106.1315,791.19,4774.901
106.11,791.02,4774.044
106.101,790.97,4774.049
106.13,791.01,4774.416
106.08,791,4772.999
106.1,791,4773.612
106.114,790.98,4774.128
106.0598,791,4772.294
106.0599,790.81,4772.655
106.05,791.3161,4773.918
106.0371,791.11,4772.886
106.045,790.82,4772.717
106.03,791.04,4772.616
106.02,791.0641,4773.327
106.055,790.91,4773.314
106.02,791.22,4773.206
106.02,790.9,4772.06
